Región,sembrada,d-m-y,cosechada,produccion,rendimiento,precio
Cusco,155,1/4/2022,6466,95730,14805.134549953604,1.1486358508304608
Huancavelica,435,1/4/2022,4222,65660.85,15552.072477498816,0.9867714170620694
Huánuco,1453,1/4/2022,7174.5,92082.5,12834.692313053174,0.9898392419840903
Ica,1453.5,1/4/2022,9,87.4,9711.111111111111,1
Junín,234,1/4/2022,3619,66040.8,18248.35589941973,0.9339520871945826
La Libertad,657,1/4/2022,5162,115626.70000000001,22399.593180937623,1.4179481382760208
Lambayeque,10,1/4/2022,45,225,5000,1.1888888888888889
Lima,255,1/4/2022,201,1782.3299999999997,8867.31343283582,1.2163033781622936
Lima Metropolitana,4,1/4/2022,0,0,0,0
Loreto,0,1/4/2022,0,0,0,0
papare de Dios,0,1/4/2022,0,0,0,0
Moquegua,1,1/4/2022,232,2443.3699999999994,10531.767241379308,1.7075981124430606
Pasco,79,1/4/2022,1026,16314.200000000003,15900.77972709552,0.9530573181645438
Piura,157,1/4/2022,118,1351,11449.15254237288,0.9890155440414506
Puno,0,1/4/2022,29723,482344.4,16227.985062073141,1.6543777641038229
San Martín,0,1/4/2022,0,0,0,0
Tacna,17,1/4/2022,126,2550,20238.095238095237,1.9170196078431372
Tumbes,0,1/4/2022,0,0,0,0
Ucayali,0,1/4/2022,0,0,0,0
Nacional,8789.25,1/4/2021,70360.35,1103245.7199999997,15679.935077071108,1.1278854165869772
Amazonas,612,1/4/2021,333.5,6262.299999999999,18777.51124437781,0.6860378774571643
Áncash,71,1/4/2021,2478,30876,12460.048426150122,0.8507455628967483
Apurímac,11,1/4/2021,2128,40506,19034.774436090225,0.8388937441366712
Arequipa,1131,1/4/2021,478,13685.741,28631.25732217573,0.9794902957757275
Ayacucho,12,1/4/2021,3008,44256,14712.765957446809,0.8438451283441798
Cajamarca,1490.75,1/4/2021,3670.75,57462.15,15654.062521283118,0.7281722142314551
Callao,0,1/4/2021,0,0,0,0
Cusco,0,1/4/2021,4206,62849.8,14942.891107941037,1.0417461153416558
Huancavelica,760,1/4/2021,3631,50634.749999999985,13945.125309831998,0.6376645485560809
Huánuco,1871,1/4/2021,7060.25,82187.00000000001,11640.80592047024,0.8207572365459259
Ica,1520.5,1/4/2021,10,101.6,10160,1
Junín,226,1/4/2021,3647,63601.800000000025,17439.484507814646,0.6655361955164786
La Libertad,611,1/4/2021,4769,108706.8,22794.464248270076,0.8332599984545589
Lambayeque,0,1/4/2021,113,659,5831.858407079646,0.8890743550834598
Lima,105,1/4/2021,270.5,2490.7,9207.763401109058,1.2090215602039591
Lima Metropolitana,1,1/4/2021,0,0,0,0
Loreto,0,1/4/2021,0,0,0,0
papare de Dios,0,1/4/2021,0,0,0,0
Moquegua,0,1/4/2021,225,2547.4599999999996,11322.044444444442,1.136595510822545
Pasco,118,1/4/2021,1018.3499999999999,19555.619000000002,19203.239554180785,0.6136327057711647
Piura,229,1/4/2021,114,1269,11131.578947368422,0.7565011820330969
Puno,0,1/4/2021,33124,513935,15515.487259992755,1.4924774533744536
San Martín,0,1/4/2021,0,0,0,0
Tacna,20,1/4/2021,76,1659,21828.94736842105,1.4949367088607595
Tumbes,0,1/4/2021,0,0,0,0
Ucayali,0,1/4/2021,0,0,0,0
Nacional,7588.5,1/4/2020,81057.2,1178272.55,14536.309544371135,1.096618026389565
Amazonas,371.5,1/4/2020,470.5,9069.809,19276.95855472901,1.1432212188812356
Áncash,67,1/4/2020,2180,25909,11884.862385321101,0.8973252537728202
Apurímac,70,1/4/2020,2899,57955.17,19991.434977578476,0.6550515855617368
